Reason 1,Reason 2,Reason 3,Reason 4,Day of the Week,Month,Transportation Expense,Distance to Work,Age,Daily Work Load Average,Normal Weight,Overweight,Obese,Education,Children,Pets,Excessive Absenteeism
0,0,0,1,2,2,291,31,40,251.818,0,1,0,0,1,1,0
1,0,0,0,3,2,157,27,29,251.818,1,0,0,0,0,0,1
0,0,0,1,3,2,179,51,38,251.818,0,0,1,0,0,0,0
0,0,0,1,5,2,179,51,38,251.818,0,0,1,0,0,0,0
1,0,0,0,5,2,246,25,41,251.818,1,0,0,0,0,0,1
0,0,0,1,3,2,179,51,38,251.818,0,0,1,0,0,0,0
0,0,0,1,5,2,179,51,38,251.818,0,0,1,0,0,0,0
0,0,1,0,2,3,118,10,37,244.387,0,1,0,0,0,0,1
0,0,1,0,3,3,246,25,41,244.387,1,0,0,0,0,0,1
0,0,0,1,5,3,246,25,41,244.387,1,0,0,0,0,0,0
0,0,0,1,5,3,260,50,36,244.387,1,0,0,0,1,0,1
0,0,0,1,1,3,179,51,38,244.387,0,0,1,0,0,0,0
0,0,0,1,1,3,235,11,37,244.387,0,1,0,1,1,1,1
0,0,0,1,2,3,179,22,40,244.387,1,0,0,1,1,0,1
0,0,0,1,2,3,378,49,36,244.387,1,0,0,0,1,1,1
0,0,0,1,1,3,179,51,38,244.387,0,0,1,0,0,0,1
0,0,0,1,3,3,361,52,28,244.387,0,1,0,0,1,1,1
0,0,0,0,3,3,369,17,31,244.387,0,1,0,0,1,0,0
0,0,1,0,4,3,235,11,37,244.387,0,1,0,1,1,1,1
0,0,0,1,5,3,118,13,50,244.387,0,0,1,0,1,0,0
1,0,0,0,2,3,118,13,50,244.387,0,0,1,0,1,0,0
1,0,0,0,3,3,118,13,50,244.387,0,0,1,0,1,0,1
0,0,0,0,4,3,235,11,37,244.387,0,1,0,1,1,1,0
0,0,0,0,4,3,246,25,41,244.387,1,0,0,0,0,0,0
0,0,0,0,4,3,118,13,50,244.387,0,0,1,0,1,0,0
0,0,0,1,5,3,179,51,38,244.387,0,0,1,0,0,0,1
0,0,0,1,5,3,289,36,33,244.387,0,0,1,0,1,1,1
0,0,1,0,1,3,260,50,36,244.387,1,0,0,0,1,0,1
0,0,0,1,2,3,246,25,41,244.387,1,0,0,0,0,0,0
0,0,0,1,3,4,179,51,38,239.409,0,0,1,0,0,0,1
0,0,0,1,5,4,260,50,36,239.409,1,0,0,0,1,0,0
0,0,0,1,5,4,330,16,28,239.409,0,1,0,1,0,0,1
0,0,0,1,1,4,369,17,31,239.409,0,1,0,0,1,0,1
0,0,0,1,1,4,248,25,47,239.409,0,0,1,0,1,1,1
0,0,0,1,3,4,330,16,28,239.409,0,1,0,1,0,0,1
0,0,0,1,3,4,179,51,38,239.409,0,0,1,0,0,0,1
0,0,0,1,1,4,118,13,50,239.409,0,0,1,0,1,0,0
1,0,0,0,3,4,118,13,50,239.409,0,0,1,0,1,0,1
0,0,0,1,5,4,300,26,43,239.409,0,1,0,0,1,1,1
0,0,0,1,5,4,260,50,36,239.409,1,0,0,0,1,0,1
0,0,0,1,1,4,179,51,38,239.409,0,0,1,0,0,0,1
1,0,0,0,3,4,118,10,37,239.409,0,1,0,0,0,0,0
1,0,0,0,1,5,235,20,43,246.074,0,0,1,0,1,0,1
0,0,0,1,3,5,248,25,47,246.074,0,0,1,0,1,1,0
1,0,0,0,1,5,369,17,31,246.074,0,1,0,0,1,0,1
0,0,0,1,3,5,179,26,30,246.074,1,0,0,1,0,0,0
0,0,0,1,3,5,179,51,38,246.074,0,0,1,0,0,0,1
0,0,0,1,4,5,361,52,28,246.074,0,1,0,0,1,1,0
0,0,0,1,5,5,260,50,36,246.074,1,0,0,0,1,0,0
1,0,0,0,1,5,179,22,40,246.074,1,0,0,1,1,0,0
1,0,0,0,1,5,179,22,40,246.074,1,0,0,1,1,0,0
0,0,1,0,3,5,228,14,58,246.074,1,0,0,0,1,1,1
0,0,0,1,3,5,225,26,28,246.074,1,0,0,0,1,1,0
1,0,0,0,5,5,330,16,28,246.074,0,1,0,1,0,0,1
0,0,0,1,1,5,179,26,30,246.074,1,0,0,1,0,0,0
0,0,0,1,1,5,118,10,37,246.074,0,1,0,0,0,0,0
1,0,0,0,1,5,235,11,37,246.074,0,1,0,1,1,1,1
0,0,0,1,3,5,179,26,30,246.074,1,0,0,1,0,0,0
0,0,0,1,1,6,118,10,37,253.957,0,1,0,0,0,0,0
0,0,0,1,1,6,179,51,38,253.957,0,0,1,0,0,0,0
0,0,0,1,2,6,118,10,37,253.957,0,1,0,0,0,0,0
0,0,0,1,4,6,225,26,28,253.957,1,0,0,0,1,1,1
0,0,0,1,5,6,260,50,36,253.957,1,0,0,0,1,0,1
0,0,0,0,5,6,179,51,38,253.957,0,0,1,0,0,0,0
1,0,0,0,1,6,291,31,40,253.957,0,1,0,0,1,1,1
0,0,0,1,1,6,179,51,38,253.957,0,0,1,0,0,0,1
0,0,0,1,2,6,246,25,41,253.957,1,0,0,0,0,0,0
0,0,0,1,1,6,179,51,38,253.957,0,0,1,0,0,0,1
0,0,0,1,2,6,235,20,43,253.957,0,0,1,0,1,0,1
0,0,0,1,1,6,179,51,38,253.957,0,0,1,0,0,0,0
0,0,0,1,3,6,225,26,28,253.957,1,0,0,0,1,1,0
0,0,0,1,3,6,118,13,50,253.957,0,0,1,0,1,0,0
1,0,0,0,3,6,179,51,38,253.957,0,0,1,0,0,0,1
0,0,1,0,3,6,179,26,30,253.957,1,0,0,1,0,0,0
0,0,0,1,5,6,246,25,41,253.957,1,0,0,0,0,0,0
1,0,0,0,2,6,330,16,28,253.957,0,1,0,1,0,0,0
1,0,0,0,2,6,235,11,37,253.957,0,1,0,1,1,1,1
0,0,0,1,4,7,179,26,30,230.29,1,0,0,1,0,0,0
0,0,0,1,4,7,225,26,28,230.29,1,0,0,0,1,1,1
1,0,0,0,5,7,260,50,36,230.29,1,0,0,0,1,0,1
1,0,0,0,1,7,268,11,33,230.29,0,1,0,1,0,0,1
0,0,0,1,5,7,330,16,28,230.29,0,1,0,1,0,0,1
0,0,0,1,5,7,118,10,37,230.29,0,1,0,0,0,0,1
0,0,0,1,1,7,260,50,36,230.29,1,0,0,0,1,0,1
0,0,0,1,2,7,118,10,37,230.29,0,1,0,0,0,0,1
0,1,0,0,1,7,300,26,43,230.29,0,1,0,0,1,1,1
0,0,0,1,1,7,235,29,48,230.29,0,0,1,0,1,1,0
0,0,0,1,2,7,246,25,41,230.29,1,0,0,0,0,0,0
1,0,0,0,2,7,225,26,28,230.29,1,0,0,0,1,1,1
0,0,0,1,2,7,179,51,38,230.29,0,0,1,0,0,0,0
0,0,0,1,5,7,118,13,50,230.29,0,0,1,0,1,0,0
0,0,0,1,5,7,361,52,28,230.29,0,1,0,0,1,1,1
0,0,0,1,1,7,289,36,33,230.29,0,0,1,0,1,1,1
0,0,0,1,1,7,235,20,43,230.29,0,0,1,0,1,0,1
0,0,0,1,2,7,246,25,41,230.29,1,0,0,0,0,0,0
0,0,0,1,4,7,291,31,40,230.29,0,1,0,0,1,1,0
0,0,0,1,4,7,279,5,39,230.29,1,0,0,0,1,0,0
0,0,0,1,4,8,179,51,38,249.797,0,0,1,0,0,0,1
0,0,0,1,1,8,179,22,40,249.797,1,0,0,1,1,0,0
0,0,0,1,2,8,246,25,41,249.797,1,0,0,0,0,0,1
0,0,0,1,2,8,118,10,37,249.797,0,1,0,0,0,0,1
0,0,0,1,2,8,289,36,33,249.797,0,0,1,0,1,1,1
0,0,0,1,2,8,235,20,43,249.797,0,0,1,0,1,0,1
0,0,0,1,4,8,291,31,40,249.797,0,1,0,0,1,1,1
0,0,0,1,1,8,179,51,38,249.797,0,0,1,0,0,0,1
0,0,0,1,2,8,179,22,40,249.797,1,0,0,1,1,0,1
0,0,0,1,4,8,330,16,28,249.797,0,1,0,1,0,0,1
0,0,0,1,2,8,235,11,37,249.797,0,1,0,1,1,1,1
0,0,0,1,2,8,246,25,41,249.797,1,0,0,0,0,0,0
0,0,0,1,2,8,118,10,37,249.797,0,1,0,0,0,0,1
0,0,0,1,4,8,291,31,40,249.797,0,1,0,0,1,1,0
0,0,0,1,1,8,260,50,36,249.797,1,0,0,0,1,0,0
0,0,0,1,2,9,246,25,41,261.756,1,0,0,0,0,0,0
0,0,0,1,2,9,246,25,41,261.756,1,0,0,0,0,0,0
0,0,0,1,2,9,118,10,37,261.756,0,1,0,0,0,0,0
0,0,0,1,2,9,155,12,34,261.756,0,1,0,0,1,0,0
0,0,0,1,4,9,291,31,40,261.756,0,1,0,0,1,1,0
0,0,0,1,5,9,179,26,30,261.756,1,0,0,1,0,0,1
0,0,0,1,5,9,248,25,47,261.756,0,0,1,0,1,1,0
0,0,0,1,1,9,179,51,38,261.756,0,0,1,0,0,0,1
0,0,0,1,3,9,225,26,28,261.756,1,0,0,0,1,1,0
0,0,0,1,1,9,179,26,30,261.756,1,0,0,1,0,0,0
0,0,0,1,2,9,369,17,31,261.756,0,1,0,0,1,0,1
0,0,0,1,2,9,361,52,28,261.756,0,1,0,0,1,1,1
1,0,0,0,4,10,289,48,49,284.853,0,0,1,0,0,1,0
1,0,0,0,4,10,235,16,32,284.853,0,1,0,1,0,0,0
0,0,0,1,5,10,246,25,41,284.853,1,0,0,0,0,0,1
1,0,0,0,3,10,289,48,49,284.853,0,0,1,0,0,1,0
0,0,0,1,3,10,291,31,40,284.853,0,1,0,0,1,1,0
0,0,0,1,2,10,118,10,37,284.853,0,1,0,0,0,0,0
0,0,0,1,4,10,289,48,49,284.853,0,0,1,0,0,1,0
0,0,0,1,5,10,291,31,40,284.853,0,1,0,0,1,1,0
0,0,0,1,2,10,225,26,28,284.853,1,0,0,0,1,1,0
0,0,0,1,2,10,369,17,31,284.853,0,1,0,0,1,0,1
0,0,0,1,2,10,369,17,31,284.853,0,1,0,0,1,0,0
0,0,0,1,2,10,225,26,28,284.853,1,0,0,0,1,1,1
0,0,0,1,2,10,369,17,31,284.853,0,1,0,0,1,0,1
0,0,0,1,3,10,179,51,38,284.853,0,0,1,0,0,0,0
1,0,0,0,3,10,228,14,58,284.853,1,0,0,0,1,1,0
0,0,0,1,3,10,291,31,40,284.853,0,1,0,0,1,1,0
1,0,0,0,4,10,369,17,31,284.853,0,1,0,0,1,0,1
1,0,0,0,4,10,225,26,28,284.853,1,0,0,0,1,1,0
1,0,0,0,5,10,369,17,31,284.853,0,1,0,0,1,0,1
1,0,0,0,5,10,225,26,28,284.853,1,0,0,0,1,1,0
0,0,0,1,7,10,189,29,33,284.853,0,1,0,0,1,1,1
1,0,0,0,7,10,235,16,32,284.853,0,1,0,1,0,0,1
1,0,0,0,7,10,248,25,47,284.853,0,0,1,0,1,1,1
0,0,0,0,7,10,225,26,28,284.853,1,0,0,0,1,1,0
1,0,0,0,2,10,225,26,28,284.853,1,0,0,0,1,1,0
0,0,1,0,2,11,179,51,38,268.519,0,0,1,0,0,0,0
0,0,0,1,3,11,118,10,37,268.519,0,1,0,0,0,0,0
1,0,0,0,3,11,330,16,28,268.519,0,1,0,1,0,0,1
0,0,0,1,5,11,179,51,38,268.519,0,0,1,0,0,0,0
1,0,0,0,2,11,118,10,37,268.519,0,1,0,0,0,0,1
0,0,0,1,3,11,289,36,33,268.519,0,0,1,0,1,1,1
1,0,0,0,5,11,235,16,32,268.519,0,1,0,1,0,0,1
0,0,0,1,5,11,225,26,28,268.519,1,0,0,0,1,1,1
0,0,0,1,2,11,361,52,28,268.519,0,1,0,0,1,1,1
0,0,0,1,3,11,291,31,40,268.519,0,1,0,0,1,1,0
1,0,0,0,4,11,118,10,37,268.519,0,1,0,0,0,0,0
1,0,0,0,4,11,225,26,28,268.519,1,0,0,0,1,1,0
0,0,0,1,1,11,179,51,38,268.519,0,0,1,0,0,0,0
0,0,0,1,1,11,118,10,37,268.519,0,1,0,0,0,0,1
1,0,0,0,2,11,118,10,37,268.519,0,1,0,0,0,0,1
0,0,0,1,2,11,225,26,28,268.519,1,0,0,0,1,1,0
0,0,0,0,2,11,291,31,40,268.519,0,1,0,0,1,1,0
0,0,0,0,3,11,289,36,33,268.519,0,0,1,0,1,1,0
1,0,0,0,4,11,248,25,47,268.519,0,0,1,0,1,1,1
0,0,0,0,4,11,235,20,43,268.519,0,0,1,0,1,0,0
0,0,0,1,5,11,225,26,28,268.519,1,0,0,0,1,1,0
0,0,0,1,5,11,369,17,31,268.519,0,1,0,0,1,0,1
0,0,0,1,1,11,361,52,28,268.519,0,1,0,0,1,1,0
1,0,0,0,2,12,179,51,38,280.549,0,0,1,0,0,0,1
0,0,0,1,3,12,291,31,40,280.549,0,1,0,0,1,1,0
0,0,0,1,3,12,225,26,28,280.549,1,0,0,0,1,1,0
1,0,0,0,5,12,179,26,30,280.549,1,0,0,1,0,0,0
0,0,0,1,5,12,225,26,28,280.549,1,0,0,0,1,1,0
0,0,0,1,3,12,225,26,28,280.549,1,0,0,0,1,1,0
1,0,0,0,4,12,361,52,28,280.549,0,1,0,0,1,1,1
0,0,1,0,5,12,179,22,40,280.549,1,0,0,1,1,0,0
0,0,0,1,5,12,235,20,43,280.549,0,0,1,0,1,0,1
0,0,1,0,1,12,233,51,31,280.549,1,0,0,1,1,1,1
1,0,0,0,2,12,179,26,30,280.549,1,0,0,1,0,0,1
0,0,0,1,2,12,225,26,28,280.549,1,0,0,0,1,1,0
0,0,0,1,4,12,225,26,28,280.549,1,0,0,0,1,1,0
0,0,0,1,1,12,225,26,28,280.549,1,0,0,0,1,1,0
0,0,1,0,2,12,155,12,34,280.549,0,1,0,0,1,0,1
1,0,0,0,1,1,179,26,30,313.532,1,0,0,1,0,0,1
1,0,0,0,4,1,179,26,30,313.532,1,0,0,1,0,0,1
0,0,0,1,4,1,179,22,40,313.532,1,0,0,1,1,0,0
0,0,0,1,5,1,179,22,40,313.532,1,0,0,1,1,0,0
1,0,0,0,1,1,179,26,30,313.532,1,0,0,1,0,0,0
0,0,0,1,3,1,179,22,40,313.532,1,0,0,1,1,0,0
1,0,0,0,4,1,289,48,49,313.532,0,0,1,0,0,1,1
0,0,1,0,5,1,179,22,40,313.532,1,0,0,1,1,0,0
0,0,0,1,1,1,179,26,30,313.532,1,0,0,1,0,0,0
0,0,1,0,2,1,155,12,34,313.532,0,1,0,0,1,0,1
0,0,0,1,3,1,179,26,30,313.532,1,0,0,1,0,0,0
0,0,0,1,3,1,179,51,38,313.532,0,0,1,0,0,0,0
1,0,0,0,3,1,289,36,33,313.532,0,0,1,0,1,1,1
0,0,0,1,4,1,179,51,38,313.532,0,0,1,0,0,0,0
0,0,0,1,5,1,179,51,38,313.532,0,0,1,0,0,0,0
1,0,0,0,2,2,179,51,38,264.249,0,0,1,0,0,0,1
0,0,0,1,2,2,225,26,28,264.249,1,0,0,0,1,1,0
1,0,0,0,3,2,248,25,47,264.249,0,0,1,0,1,1,1
0,0,0,1,3,2,179,51,38,264.249,0,0,1,0,0,0,0
0,0,0,1,4,2,225,26,28,264.249,1,0,0,0,1,1,0
0,0,0,1,4,2,179,51,38,264.249,0,0,1,0,0,0,0
0,0,0,1,4,2,179,26,30,264.249,1,0,0,1,0,0,0
0,0,0,1,5,2,225,15,41,264.249,0,1,0,1,1,1,0
0,0,0,1,5,2,179,51,38,264.249,0,0,1,0,0,0,0
0,0,1,0,1,2,233,51,31,264.249,1,0,0,1,1,1,0
0,0,0,1,1,2,179,51,38,264.249,0,0,1,0,0,0,0
1,0,0,0,2,2,225,26,28,264.249,1,0,0,0,1,1,1
0,0,0,1,3,2,179,51,38,264.249,0,0,1,0,0,0,0
0,0,0,1,4,2,179,51,38,264.249,0,0,1,0,0,0,0
0,0,0,1,4,2,225,26,28,264.249,1,0,0,0,1,1,0
1,0,0,0,4,2,179,26,30,264.249,1,0,0,1,0,0,0
0,0,0,1,5,2,179,22,40,264.249,1,0,0,1,1,0,0
0,0,0,1,5,2,179,51,38,264.249,0,0,1,0,0,0,0
1,0,0,0,3,2,233,51,31,264.249,1,0,0,1,1,1,0
0,0,0,1,3,2,179,26,30,264.249,1,0,0,1,0,0,0
0,0,0,1,3,2,179,51,38,264.249,0,0,1,0,0,0,0
1,0,0,0,4,2,179,51,38,264.249,0,0,1,0,0,0,1
0,0,0,1,5,2,179,51,38,264.249,0,0,1,0,0,0,0
0,0,0,1,1,2,155,12,34,264.249,0,1,0,0,1,0,1
0,0,0,1,1,2,235,16,32,264.249,0,1,0,1,0,0,0
0,0,0,1,1,2,179,51,38,264.249,0,0,1,0,0,0,0
1,0,0,0,1,2,225,26,28,264.249,1,0,0,0,1,1,0
0,0,0,1,2,2,179,51,38,264.249,0,0,1,0,0,0,0
0,0,0,1,2,2,248,25,47,264.249,0,0,1,0,1,1,0
0,0,0,1,2,2,225,26,28,264.249,1,0,0,0,1,1,0
0,0,0,1,3,2,179,51,38,264.249,0,0,1,0,0,0,0
0,0,0,1,4,2,179,51,38,264.249,0,0,1,0,0,0,0
0,0,0,1,5,2,235,16,32,264.249,0,1,0,1,0,0,0
0,0,0,1,1,3,179,51,38,222.196,0,0,1,0,0,0,0
0,0,0,1,1,3,248,25,47,222.196,0,0,1,0,1,1,0
0,0,0,1,2,3,228,14,58,222.196,1,0,0,0,1,1,0
0,0,0,1,2,3,248,25,47,222.196,0,0,1,0,1,1,0
1,0,0,0,2,3,228,14,58,222.196,1,0,0,0,1,1,1
0,0,0,1,3,3,179,51,38,222.196,0,0,1,0,0,0,0
0,0,0,1,4,3,225,26,28,222.196,1,0,0,0,1,1,0
0,0,0,1,4,3,179,51,38,222.196,0,0,1,0,0,0,0
0,0,0,1,4,3,225,26,28,222.196,1,0,0,0,1,1,0
0,0,0,1,5,3,179,26,30,222.196,1,0,0,1,0,0,0
0,0,0,1,1,3,235,16,32,222.196,0,1,0,1,0,0,0
0,0,1,0,1,3,361,52,28,222.196,0,1,0,0,1,1,1
1,0,0,0,2,3,179,51,38,222.196,0,0,1,0,0,0,1
0,0,0,1,3,3,179,51,38,222.196,0,0,1,0,0,0,0
0,0,0,1,4,3,179,51,38,222.196,0,0,1,0,0,0,0
0,0,0,1,5,3,179,26,30,222.196,1,0,0,1,0,0,0
1,0,0,0,1,3,179,51,38,222.196,0,0,1,0,0,0,1
1,0,0,0,1,3,248,25,47,222.196,0,0,1,0,1,1,0
0,0,0,1,1,3,179,51,38,222.196,0,0,1,0,0,0,0
1,0,0,0,1,3,225,26,28,222.196,1,0,0,0,1,1,1
0,0,0,1,2,3,179,51,38,222.196,0,0,1,0,0,0,0
0,0,0,1,3,3,289,36,33,222.196,0,0,1,0,1,1,1
0,0,0,1,3,3,228,14,58,222.196,1,0,0,0,1,1,0
0,0,0,1,3,3,179,51,38,222.196,0,0,1,0,0,0,0
0,0,0,1,4,3,248,25,47,222.196,0,0,1,0,1,1,0
0,0,0,1,4,3,179,51,38,222.196,0,0,1,0,0,0,0
0,0,0,1,5,3,179,26,30,222.196,1,0,0,1,0,0,0
0,0,0,1,5,3,179,51,38,222.196,0,0,1,0,0,0,0
0,0,0,1,2,3,179,51,38,222.196,0,0,1,0,0,0,0
0,0,0,1,3,3,118,15,46,222.196,0,1,0,0,1,0,1
1,0,0,0,3,3,155,12,34,222.196,0,1,0,0,1,0,1
0,0,0,1,3,3,179,51,38,222.196,0,0,1,0,0,0,0
0,0,0,1,4,3,179,51,38,222.196,0,0,1,0,0,0,0
1,0,0,0,1,3,179,26,30,222.196,1,0,0,1,0,0,0
0,0,1,0,1,3,289,36,33,222.196,0,0,1,0,1,1,1
0,0,0,1,3,3,369,17,31,222.196,0,1,0,0,1,0,1
1,0,0,0,1,4,225,26,28,246.288,1,0,0,0,1,1,1
1,0,0,0,1,4,118,10,37,246.288,0,1,0,0,0,0,1
0,0,1,0,2,4,361,52,28,246.288,0,1,0,0,1,1,1
0,0,1,0,3,4,248,25,47,246.288,0,0,1,0,1,1,1
1,0,0,0,4,4,189,29,33,246.288,0,1,0,0,1,1,1
0,0,0,1,5,4,179,26,30,246.288,1,0,0,1,0,0,0
1,0,0,0,1,4,369,17,31,246.288,0,1,0,0,1,0,1
0,1,0,0,2,4,179,22,40,246.288,1,0,0,1,1,0,0
0,0,0,1,2,4,118,13,50,246.288,0,0,1,0,1,0,0
0,0,0,1,2,4,361,52,28,246.288,0,1,0,0,1,1,0
1,0,0,0,3,4,118,10,37,246.288,0,1,0,0,0,0,0
0,0,0,1,5,4,235,11,37,246.288,0,1,0,1,1,1,1
0,0,0,1,5,4,179,26,30,246.288,1,0,0,1,0,0,0
0,0,1,0,1,4,225,26,28,246.288,1,0,0,0,1,1,1
0,1,0,0,2,4,235,16,32,246.288,0,1,0,1,0,0,0
0,0,0,1,5,4,179,26,30,246.288,1,0,0,1,0,0,0
0,0,0,1,2,4,155,12,34,246.288,0,1,0,0,1,0,1
0,0,1,0,4,4,225,26,28,246.288,1,0,0,0,1,1,1
1,0,0,0,4,4,118,13,50,246.288,0,0,1,0,1,0,0
0,0,0,1,5,4,179,26,30,246.288,1,0,0,1,0,0,0
0,0,0,1,1,5,235,11,37,237.656,0,1,0,1,1,1,1
0,0,1,0,3,5,225,15,41,237.656,0,1,0,1,1,1,0
0,0,0,1,3,5,235,16,32,237.656,0,1,0,1,0,0,0
1,0,0,0,3,5,118,10,37,237.656,0,1,0,0,0,0,0
0,0,0,1,3,5,235,20,43,237.656,0,0,1,0,1,0,1
1,0,0,0,4,5,179,26,30,237.656,1,0,0,1,0,0,0
0,0,0,1,4,5,291,31,40,237.656,0,1,0,0,1,1,0
1,0,0,0,4,5,225,15,41,237.656,0,1,0,1,1,1,1
0,0,1,0,5,5,300,26,43,237.656,0,1,0,0,1,1,1
0,0,0,1,5,5,225,15,41,237.656,0,1,0,1,1,1,1
0,0,0,1,5,5,179,26,30,237.656,1,0,0,1,0,0,0
0,0,0,1,1,5,118,13,50,237.656,0,0,1,0,1,0,0
1,0,0,0,2,5,118,13,50,237.656,0,0,1,0,1,0,0
0,0,0,1,2,5,118,10,37,237.656,0,1,0,0,0,0,0
0,0,0,0,2,5,118,13,50,237.656,0,0,1,0,1,0,0
0,0,0,1,3,5,179,26,30,237.656,1,0,0,1,0,0,0
0,0,0,0,3,5,378,49,36,237.656,1,0,0,0,1,1,0
0,1,0,0,5,5,179,22,40,237.656,1,0,0,1,1,0,0
1,0,0,0,1,5,155,12,34,237.656,0,1,0,0,1,0,1
1,0,0,0,1,5,235,16,32,237.656,0,1,0,1,0,0,1
0,0,0,1,3,5,291,31,40,237.656,0,1,0,0,1,1,1
1,0,0,0,3,5,179,22,40,237.656,1,0,0,1,1,0,1
1,0,0,0,3,5,225,26,28,237.656,1,0,0,0,1,1,0
1,0,0,0,4,5,330,16,28,237.656,0,1,0,1,0,0,1
0,0,0,1,4,5,235,16,32,237.656,0,1,0,1,0,0,0
0,0,0,1,4,5,291,31,40,237.656,0,1,0,0,1,1,0
